reviewerName,reviewText,overall,verified,reviewTime
M. Woole,Fit my ipad 2 great! Wonderful for when my young kids us it! Great protiction from drops and screen scratches!,5,False,"09 30, 2014"
Amazon Customer,Great Ram! Running it in a MSI 970 Gaming Pro Carbon.,5,True,"03 26, 2017"
Viet Lam,working very good so far...,5,True,"06 29, 2014"
ride,"Easy to install, holds the Switch securely, can be used directly behind one seat or between two seats.  Easily reached the center point between two front seats of a Honda Odyssey",5,True,"08 12, 2018"
J. McDonald,"I've been using the Logitech Trackman since about 2000 when wrist pain became an issue due to long work days. This is the first time I've had to replace one and it was just due to the clicking response becoming sluggish and sometimes non-responsive. But what can you expect for a 7-year old mouse?

This model with the wheel controlled by your thumb is the best for carpel tunnel issues. The ones with the ball in the center still irritate and strain the tendons and soft tissues in your wrist.

The only thing I wish Logitech would do is create another version of THIS mouse with a few extra buttons. They make it with the wheel in the center, but not for this one. Overall great mouse and recommended for anyone with wrist pain. This will help a lot.",5,False,"12 14, 2007"
333,"very good, thanks",5,True,"06 6, 2017"
David,"The Media link Wireless-N-Broadband unit is excellent. After reading the reviews I decided to purchase it. It was a very easy setup, even for a novice like me. I use it so my wife & I can both be online on our phones or/and computer at the same time. I use to watch Netflix on my TV. The streaming is seemless and without any interruption what so ever. Also, within 2 weeks of receiving the unit, I have received 2 emails from Medialink saying; They are at my disposal if I should require any technical assistance at all. They included a link and contact phone number. As of yet I have had no need to call. The wifi unit operates excellently. One of the best purchases I've ever made.",5,True,"01 6, 2014"
Tim,I use these every time I go running! I love that they never fall out.,5,True,"09 19, 2016"
McCoy Cyber,Cost effective solution for videographers and photographers.  Produces a very bright intense light output.  Will buy another two or three units to fit all my cameras.,5,True,"04 15, 2014"
George Jefferson,Stores over 5000 photos on it. Very reasonably priced. Fast data transfer. I would recommend.,5,True,"11 18, 2015"
nick wilson,Was able to drill right in a perfect spot that looks like it was factory,5,True,"08 21, 2017"
Jason Bierenbaum,"This works well for adding power and concealing cords for a flat screen install. Mine required running cords in the exterior wall of a 100 year old plaster and lathe construction and ended up being a bit more challenging than I bargained for several reasons but ultimately turn out okay with the help of some super glue to help fix the plates to the wall. If you are running this in standard drywall, it would be a piece of cake.",4,True,"02 20, 2012"
mr_et2,Very easy to install. Love the distance scale.,5,True,"06 6, 2016"
Jesse Smith,love it will order from them again,5,True,"01 15, 2016"
Scott Bank,The Infiland case added more bulk than I was anticipating. Disappointing purchase.,2,True,"04 11, 2016"
Amazon Customer,"The Apple TV is a very impressive solution that couples well with other Apple products.  If you can use AirPlay on any device (Apple or not), it should pair nicely with this.  It provides a very ""clean"" interface, and it's easy to rip videos (using Handbrake or similar) that will work on your iPhone / iPad which will also work on your AppleTVs.

As for the negative aspects of the product, it's similar to any other Apple product.  The biggest disadvantages to the product is a tradeoff for the impressive UI and hardware design--you won't be able to plug in a USB jump drive with an XviD encoded AVI on it and expect it to play.

If you use an Apple TV on a home network (or a series of AppleTVs), I'd plan on dedicating a computer to a stable iTunes server that holds your music and movies/TV Shows that you want networked so that you can take full advantage of the convenient interface.",5,False,"01 4, 2014"
Tommy D.,great tools,4,True,"05 10, 2016"
Hfineisen,"This works on all of our devices. Charges quickly and has a long cord. I keep it in the bedroom to use on MY devices, especially Kindle for reading and I don't have to share. I originally recommended this but after a few months it stopped working. So I had to come back and change my rating. Still looking.",2,True,"02 2, 2015"
RICKCARL80,good quality at a great price.  These did need a much brighter bulb than exected.,5,True,"09 29, 2015"
Ryan,These are inexpensive and work great! I work out everyday for an hour and these have lasted a couple months with no issues!,5,True,"05 17, 2017"
Clarissa,This makes these awful grinding noises and takes a long time for dvds to load.,3,True,"06 21, 2015"
Jorge,very good product I not failed so far recommended,5,True,"04 20, 2016"
Justin,I've lost count at how many of these I've ordered.  Freaking awesome set.,5,True,"01 12, 2018"
Leivy Espinal,Awesome sound,5,True,"02 6, 2015"
David Rodriguez,Wonderful case,5,True,"10 18, 2015"
Burke Carlson,great product,5,True,"04 1, 2015"
HIHC,"This overpriced mouse is very-very....veeeery!!!! unreliable. It keeps disconnecting from my Laptop with Win 7 (when it connects). If you stop moving the mouse for a while, it disconnects. If the Laptop goes in standby the mouse won't connect automatically when it comes up again. The only way to re-connect the mouse is to go into the bluetooth devices list and double click on the mouse icon.... you'll get an error message (can't connect) but surprisingly it connects!.. I couldn't even pair it to my Lenovo Tablet 2 Win 8.

I also have the MS wegde bluetooth and that one works perfect. I decided to go for this one because the wedge is too small to use it permanently. I though Microsoft would use the same quality but I was fooled. I even though I've got a ""defective"" unit and exchange it through the excellent Amazon service (kudos for that!) but I got the same problem with the new one. It turned out that the previous unit was not defective, that's how it normal works (or ""not work"" I should say)!

One MS disappointing article!!!!. Honestly I was not expecting that.

*** UPDATE 01/29/2015 ***
I was hoping to give it a second chance and make an effort to work with it to see if eventually it would improve. Well, it didn't. It gets even worse. Now the only way to make it work again when it stops, is to delete the device in Windows and re-install it!!! What a joke. I tried every solution I could find on Internet with no success.
I wish I could rate this junk with zero stars. It doesn't deserve one.",1,True,"12 26, 2014"
